corpus,htid,text_string,lang,occurs,author,title,pub_date,gender,genre,white,origin_area,origin_nation,place_id,formatted_address,location_type,country_long,country_short,admin_1_long,admin_1_short,admin_2,admin_3,admin_4,admin_5,locality,sublocality_1,sublocality_2,sublocality_3,neighborhood,premise,subpremise,street_number,street_address,route,post_code,natural_feature,point_of_interest,colloquial_area,continent,other,lat,lon,wordcount
Prominent,uc1.32106013771271,"americas new york",en,1,"James, Henry","Washington Square",1881,male,Fiction-Novel,white,US,US,ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,78608
Hathi,uiuo.ark:/13960/t4pk0nr6k,"empire city",en,1,"Brew, Margaret W","The chronicles of Castle Cloyne; or, Pictures of the Munster people. By M. W. Brew.",1885,female,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,77430
Hathi,uiuo.ark:/13960/t1pg2251d,"empire city",en,1,"De Fonblanque, Albany","Jedwood justice.",1892,unknown,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,46990
Hathi,nyp.33433006244739,"empire city",en,1,"Vaughan, James Stuart","The fiery circle ...",1868,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,116887
Hathi,njp.32101066477678,"empire city",en,1,"Balfour, Frederic Henry","Giraldi, or, The curse of love / by Ross George Dering.",1889,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,78520
Hathi,uc2.ark:/13960/t57d2zs04,"empire city",en,21,"Sir, Besant, Walter","The golden butterfly / by Walter Besant and James Rice.",1890,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,242590
Hathi,uc1.b3321922,"empire city",en,21,"Sir, Besant, Walter","The golden butterfly / by Walter Besant and James Rice.",1890,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,239777
Hathi,uc1.b3321922,"empire city",en,4,"Sir, Besant, Walter","The golden butterfly / by Walter Besant and James Rice.",1890,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,239777
Hathi,uc1.b3322062,"empire city",en,1,"De Fonblanque, Albany","Jedwood justice.",1892,unknown,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,46273
Hathi,uiuo.ark:/13960/t1rf63v03,"empire city",en,1,"Field, Julian Osgood","Little hand and muckle gold. A study of to-day. By X. L. [Julian Field]...",1889,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,73390
Hathi,njp.32101067937613,"empire city",en,1,"(John Conroy) Hutcheson, John C","""She and I."" A love story: a life history ... By John C. Hutcheson ...",1873,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,64365
Hathi,njp.32101069166344,"empire city",en,1,"Greg, Percy","The devil's advocate / by Percy Greg.",1878,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,106725
Hathi,uiuo.ark:/13960/t2t449x5x,"empire city",en,1,"Russell, William","Autobiography of an English detective, by ""Waters"" [pseud.] ...",1863,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,69070
Hathi,uiuo.ark:/13960/t9z03d97g,"empire city",en,1,"Besant, Walter, Sir","The golden butterfly : a novel / by the authors of ""Ready-money Mortiboy"" ...",1876,unknown,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,69598
Hathi,uiuo.ark:/13960/t9z03d97g,"empire city",en,5,"Besant, Walter, Sir","The golden butterfly : a novel / by the authors of ""Ready-money Mortiboy"" ...",1876,unknown,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,69598
Hathi,mdp.39015048984630,"empire city",en,3,"Sala, George Augustus","Living London: being ""Echoes"" re-echoed, by George Augustus Sala.",1883,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,239117
Hathi,nyp.33433082507553,"empire city",en,1,"Gillmore, Parker","Adventures afloat and ashore. By Parker Gillmore (""Ubique"").",1873,mostly_male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,55209
Hathi,uiuo.ark:/13960/t8sb4rn0q,"empire city",en,1,"Hutcheson, John C. (John Conroy","Caught in a trap; a novel.",1870,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,133478
Hathi,uiuo.ark:/13960/t5bc47r1t,"empire city",en,6,"Besant, Walter, Sir","The golden butterfly : a novel / by the authors of ""Ready-money Mortiboy"" ...",1876,unknown,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,71213
Hathi,uiuo.ark:/13960/t5bc47r1t,"empire city",en,2,"Besant, Walter, Sir","The golden butterfly : a novel / by the authors of ""Ready-money Mortiboy"" ...",1876,unknown,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,71213
Hathi,uc1.b3578700,"empire city",en,1,"Greg, Percy","Across the zodiac : the story of a wrecked record / deciphered, translated and edited by Percy Greg.",1880,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,96664
Hathi,uc1.b3578700,"empire city",en,1,"Greg, Percy","Across the zodiac : the story of a wrecked record / deciphered, translated and edited by Percy Greg.",1880,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,96664
